user;waktu;ulasan;sentimen
Ku Ma;5 tahun lalu;Ramai dengan pengunjung;Netral
fauroo sablenk;9 bulan lalu;tetap semangat;Netral
Anies Ermawati;5 tahun lalu;Banana boat nya seru....;Netral
Cink 20;setahun lalu;Bagus nyaman;Positif
Eko Budi Priambodo;4 tahun lalu;Bagus;Positif
febriansyah wahyu iromi;5 tahun lalu;Tempatnya asik, adem;Netral
fan tae;5 tahun lalu;Tempat nya bagus banget;Positif
Mery Biansari;3 tahun lalu;Jauh jauh kesini gak nyesel deh;Netral
Nurul Kholifah;4 tahun lalu;Surganya Sumenep;Netral
Umar Syahidin;4 tahun lalu;Mantabbbb cuy panorama alamnya;Netral
Djoko Wahjuwijono;4 tahun lalu;Tempatnya bagus lho.;Positif
Truck Musik;5 tahun lalu;Mantap;Netral
Fathan Fathi;4 tahun lalu;Indah;Positif
Rachmat Yani;5 tahun lalu;Sangat bersih dan nyaman...;Netral
Ogan Sukmawan;5 tahun lalu;Keren abis, top markotop...;Positif
Yessie Sandal;setahun lalu;Surga tersebunyi;Netral
vijay sing;2 tahun lalu;Lumayan indah dan bersih;Positif
yowin efani;11 bulan lalu;mantap;Netral
hanik afifah;4 tahun lalu;Relatif dekat menyebrang ?? …;Netral
Arjuna Gaming;5 tahun lalu;Cocok liat sunset;Netral
Ahlan Wasahlan;4 tahun lalu;Bagus tempatnya;Positif
Baihaqi Hakim;4 tahun lalu;Bagus semakin bersih ?? …;Positif
Puspita Sari;3 tahun lalu;Fasilitas kurang lengkap..;Netral
Inayatul Maghfirah Agustania;4 tahun lalu;Bagus tempatnya;Positif
Regina Bacot;setahun lalu;bagus banget;Positif
Nur Kholis;2 tahun lalu;indah bangett kereenn tempat ini;Positif
Sofia Sasmita;2 tahun lalu;Sangat menyenangkan;Netral
Wahyudi Marsheila;4 tahun lalu;Toiletnya mahal 3000;Negatif
Setiyadi Yadi;setahun lalu;Bagus;Positif
Habibi Moza;2 tahun lalu;Pantai SEMBILAN Balinya MADURA;Netral
Aab Lavendoez;setahun lalu;Kurang tempat yang adik;Netral
Afwan Maulana;5 tahun lalu;Kampung Halaman Saya yang sangat indah;Positif
Us Man;5 tahun lalu;Indah tapi kurang asri dan sejuk;Positif
Iyek Ardy;2 tahun lalu;Air Laut bersih bening;Netral
Mulyo Manggih Widodo;5 tahun lalu;Istimewa....;Netral
Afri sartika;5 tahun lalu;Pantai yang indah di Gili Genting...;Positif
muhammad mundzir;4 tahun lalu;Serasa pantai sendiri;Netral
Vita Marwati;4 tahun lalu;Menakjubkan?????? …;Netral
Putra Maskun;4 tahun lalu;Tempat penjual pentol;Netral
Mono Satrya;3 tahun lalu;Mau nginep juga ok, ???????? …;Netral
Miss Nawi;setahun lalu;Begitu indah dalam persaudaraan;Positif
sugianto satumin;setahun lalu;"Untuk daerah sumenep
Ok juga";Netral
nusa indah;5 tahun lalu;Rapi,indah,bersih,nyaman dan aman;Positif
Tanzali Indah;setahun lalu;Bagus;Positif
Ismail Marzuki;5 tahun lalu;Mantap fasilitasnya;Netral
Iqbal Hilman;4 tahun lalu;Pantai bersih dan putih;Netral
Laili Ramadan;setahun lalu;Mantap;Netral
prince tiwari;8 bulan lalu;Jozzzzz sekali;Netral
ihsan haqq;5 tahun lalu;Buat anak muda, ini keren;Positif
Lailatul Mukaromah;3 tahun lalu;Bagusss sekalii;Positif
ilfia kurniasari;3 tahun lalu;??;Netral
Wahyu romadhan;4 tahun lalu;pelayanannya ramah;Netral
Fathor Rosi;5 tahun lalu;Hidangan manis di pagi hari...;Netral
Rifand NL;2 tahun lalu;Terbaik;Netral
Kang Suradi;5 tahun lalu;Indah dan sangat menarik;Positif
yazirwan latif;5 tahun lalu;Tempatnya bagus.;Positif
Safir Niand;5 tahun lalu;Sangat bagus dan indah;Positif
Doctor Cell2;5 tahun lalu;AC kurang Dingin;Netral
Cong ALam;4 tahun lalu;keren tempatnya;Positif
Andri safari Sobari;setahun lalu;Luar biasa;Netral
ArieyAmsyxng;2 tahun lalu;Belum menemukan jodoh;Netral
upank_ art19;4 tahun lalu;Ok banget dah....;Netral
Sagoro Wedy;5 tahun lalu;Baik, bersih dan menarik;Netral
Ilyas 02;3 tahun lalu;D sini tempat grup tak parlo;Netral
Fasta Awdesy;5 tahun lalu;Keren banget tempatnya;Positif
Hasit mawardi Al Hamsun;4 tahun lalu;Sip;Netral
Habibur Rahman;4 tahun lalu;Tempat ini indah;Positif
doowee arista;2 tahun lalu;???? …;Netral
Ilham Romadhan;3 tahun lalu;Tempatnya bagus;Positif
Nisa Rahmania;4 tahun lalu;Bagus sekali;Positif
MaiL Cikluk;3 tahun lalu;Jadi kangen kampung halaman;Netral
Sa'edi Sa'edi;setahun lalu;Bagus;Positif
Moh. Sholeh;3 tahun lalu;Pantainya indah;Positif
Joni Suharto;5 tahun lalu;Bagus dan nyaman;Positif
Vicar Capirossi;3 tahun lalu;Excited banget;Netral
Ronny Firmansyah (ochi);5 tahun lalu;Bagus n indah;Positif
Muaz M S;5 tahun lalu;Pantai yang masih perawan;Netral
Rahmat Dandi;5 tahun lalu;Bagus sekali;Positif
Faris Basharahil;5 tahun lalu;Indah luar biasa ..;Positif
ahmad masduki;5 tahun lalu;Menyenangkan.  ?? …;Netral
Holynisme;setahun lalu;Indah lan Semesta;Positif
Komang T!rta;4 tahun lalu;Mantapsss;Netral
Dhydiet F;5 tahun lalu;Tempatnya bagus;Positif
Siddik Mohammad;5 tahun lalu;Tidak ada;Netral
Ahmad Rifai;3 tahun lalu;Pasti ada perpisahan;Netral
Roby Guard;4 tahun lalu;Menarik;Netral
