user;waktu;sentimen;lokasi;ulasan
fransisca kamari;4 bulan lalu;Positif;Bukit Jaddhih;Amazeee bgt ya sm tempatnya.. keren.. kesini nya agak sorean jd bisa dpt spot foto yg cantiik. Salah satu wisata yg menarik di madura, bisa kagum sm keindahan bukit jaddih. Apalagi sambil nunggu sunset, makin indah bgt deh.
Ardiansah Danus;4 tahun lalu;Positif;Bukit Jaddhih;"Wisata bukit kapur yg khas di Madura.. Tarif masuk lokasi 10rb per motor.. Kalau masuk area wisatanya ada tarif lagi..
. …"
Rendra Wahyudhi;2 tahun lalu;Positif;Bukit Jaddhih;Pertama kali kesini. Tempatnya panas, memang bukit kapur. Ada kolam dengan sedikit air. Tapi justru menambah eksotis lokasinya.
Zuki Rama;4 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih, satu-satunya tempat wisata di pulau Madura yang pernah aku datangi. Tempatnya lumayan bagus. Areal pertambangan yang sekaligus dijadikan tempat rekreasi. Kece bànget tempatnya. Nggak rugilah saya jauh-jauh dari Sumatera mampir …
Syhrizal (Fourtwoproject);4 tahun lalu;Positif;Bukit Jaddhih;Daya tarik destinasi Wisata Bukit Jaddhih hampir cukup terkenal di kalangan Masyarakat Jawa. Semoga pemerintahan setempat menambah fasilitas hingga Wisata Bukit Jaddih terkenal hingga Mancanegara …
Rochmad Desiyanto;4 tahun lalu;Positif;Bukit Jaddhih;tempat bagus buat foto. klo dijogja mirip tebing breksi tp disini lebih besar. karna dibuka belom lama masih dalam penataan wisata. ada kolam renang juga. parkir luas, kita pake bus besar bisa sampe lokasi tidak perlu jalan jauh. tp sayang …
L. Monalisa;4 tahun lalu;Positif;Bukit Jaddhih;Lokasi bekas penambangan yg kemudian dijadikan spot foto, jalan menuju bukit jaddih lumayan susah, lebih disarankan untuk menggunakan kendaraan roda dua. Harus pandai-pandai untuk mengambil angel foto utk menghasilkan foto yang Ok punya...
Johan Nur Cahyo (Johan);5 tahun lalu;Positif;Bukit Jaddhih;Kalau mau ke tempat ini jangan siang karena sangat panas, mending sore sekalian liat sunset karena begitu bagus dan istimewa. Jalanan menuju tempat ini bisa pake gmaps, tapi jalanan kecil sempit dan banyak yang rusak, sebenarnya disini cuma …
Sundari;2 bulan lalu;Negatif;Bukit Jaddhih;Saya kemaren baru Dari sana pintu masuk pertama d Minta karcis d tengah jln d pinta lagi sudah d dalm d minta nya lagi terlalu Banyak pungli fasilitas apapun gk Ada sangat mengecewakan
cool ibanez;5 tahun lalu;Positif;Bukit Jaddhih;Lokasinya tidak jauh dr Jembatan Suramadu, ± 20 menit perjalanan menggunakan mobil / motor. Harga tiket masuk terjangkau. Ada kolam renang, Goa & Rakit mengarungi danau mini. Sangat layak anda kunjungi..
Kuncoro Sugiharto;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya cakep dan indah, akses masuk susah, jalan rusak, banyak tarikan pungli, tempat berdebu (serbuk kapur), akses jalan cukup berbahaya karena tidak ada jalur pejalan kaki dan pegangan
Intan Diah Pratiwi;3 tahun lalu;Positif;Bukit Jaddhih;"Bukit kapur yang menjadi wisata dan bisa menjadikan Bangkalan semakin terkenal!

Seperti selayaknya suasana bukit Kapur pada umumnya yang berdebu, terik panas …"
Fitri Manja;4 bulan lalu;Positif;Bukit Jaddhih;Takjud dengan segala yang diciptakan oleh-Nya. Bukit Jaddih merupakan destinasi wisata di Kabupaten Bangkalan Madura. Pemandangannya memang beda dari tempat wisata pada umumnya. …
Mentari Senja;5 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur yang apik, sayangnya kurangnya koordinasi para penjaga and parkir... Harusnya kalau sudah berani kasih tiket masuk. Pelayanan untuk wisata lebih baik ditingkatkan dan pemisahan dengan daerah tambanganya di pertimbangkan. Bagus banget buat foto2 ?? …
Joka Poerbianto;5 tahun lalu;Positif;Bukit Jaddhih;Untuk rekreasi keluarga sangat oke, ada kolam renangnya, dg view bukit bekas galian batu kapur yg disulap menjadi destinasi wisata outdoor. Parkir luas, kendaraan bisa naik ke atas bukit terus untuk selfie2.
Silvia Prasetio;5 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih terletak tidak jauh dari pusat kota Bangkalan.  Cuaca di sini sangat terik, jangan lupa membawa topi atau payung tetapi bukit kapur yang unik ini merupakan spot foto yang sangat menarik.  Kontribusi untuk masuk ke lokasi ini juga lumayan murah.
diarim v (diarim);setahun lalu;Negatif;Bukit Jaddhih;Waktu kesana sepi bangeett, dan yaa kek ada pungli gitu yaa, si bapak2 minta bayar masuk padahal udah ada loket tiketnya. Tapi yauda gapapa bayar ajaa, dripada nnti kenapa2. …
Rodi Ae;9 bulan lalu;Negatif;Bukit Jaddhih;Akses ke wisata ini masih jelek, ada tarik'an d awal yang ngeprank wisatawan, selain itu harga msuk msih ok si..
Rendra Dwi;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus buat foto tapi saran aja klo mau kesana jangan siang² panas bgt soalnya, trus untuk karcis kalo bisa dijadikan satu aja di awal biar gak bolak balik bayar,
Jouddy Diana;3 tahun lalu;Negatif;Bukit Jaddhih;Hhhhmmmm... Banyak pungli, kurang nyaman karena banyak pungli. Panas dan berdebu ternyata, saya sarankan membawa kacamata biar gak kelilipan Dan sunblock biar kulit gak gosong. sepertinya cukup sekali saja berkunjung bukit Jadih, semoga kedepannya dikelola menjadi lebih baik untuk destinasi wisata yang nyaman
Azka AsFaR;4 tahun lalu;Positif;Bukit Jaddhih;"Tempatnya di Bangkalan
Tempat indah walau hanya bekas galian batu bata, enak buat rekreasi berdua atau rombongan. Ada kolam renang dan Tiket Masuk murah. Kalo cuaca panas enak pake kacamata dan penutup hidung."
LMGP LinamustikaGugusprasetyo;4 tahun lalu;Positif;Bukit Jaddhih;Tempat rekreasi ya lumayan murah meriah.akses jalan tergolong sedang sebab masih ada yg belum aspal.kalau tempat rekreasi ya tergantung penikmat nya kalau suka alam ya pasti klik ni tempat nya.tiket masuk tempat rekreasi 15 ribu.tiket masuk …
Rolif Refo;2 tahun lalu;Positif;Bukit Jaddhih;Pastinya panas banget, tapi kalo udah masuk banyak spot foto bagus. Entah kenapa, waktu ke situ tidak ada pengunjung dan seperti sudah lama tidak dikelola lagi. Banyak fasilitas dan warung-warung terbengkalai.
Adi Suratno;5 tahun lalu;Positif;Bukit Jaddhih;Bukit Jeddih Indah dan menawan di waktu musim penghujan..., Telaga Goa Pote bisa   dipakai untuk berakit-rakit berfoto ria bersama klg . Kolam renangnya  segar dan sejuk... dengan berbagai hidangan di tepian kolamnya . Tempat parkir, toilet …
hanasagt;5 tahun lalu;Positif;Bukit Jaddhih;1. Make sure you bring sunglasses, wear a wide hat, wear proper shoes to avoid sliped and bring umbrella! …
Fety Firdaus Family;5 tahun lalu;Positif;Bukit Jaddhih;Bagus banget pas kesana,  yg penting pinter ambil angel fotonya.... Tp banyak bandit di gerbang masuk sana, itu kalau masuknya lewat jalan sepi. Ga tau nama jalannya, asal nemu dr google maps  ditunjukin jalan itu. …
Reny Kurniawan;4 tahun lalu;Positif;Bukit Jaddhih;Sangattttt.... indahhhhh.... lukisan alam yang luar biasa. Waktu yang tepat untuk menikmati Bukit Jaddhih adalah pagi hari, karena jika siang hari sangat panas ( persiapan sunblock, topi, payung ). Selamat menikmati salah satu keindahan alam negeri ini...
RA Wahyudi;3 tahun lalu;Positif;Bukit Jaddhih;Momen paling bagus saat musim hujan akan berakhir. Rumput menghijau, cuaca tidak terlalu panas.
candri maulida;setahun lalu;Negatif;Bukit Jaddhih;Awal masuk biaya persebeda motor 10.000, biaya parkir 10.000. Kalau saat ini bangunan nya warna nya lebih ke menghitam,  area kurang di perhatikan untuk perbaikan tempat wisatanya.
Landung Yufisa Dani;4 tahun lalu;Positif;Bukit Jaddhih;Suka sama pemandangannya, warna airnya bagus (kalau pas musim panas), banyak spot untuk foto. Jalanan menuju kesana gampang n g parah2 banget.. …
Ardhi Nugroho;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya keren. Cuma mungkin akses jalannya perlu diperbaiki ya. Pengelolaannya juga kalau lebih bagus lagi tempat ini akan jadi lebih baik dan tentunya akan banyak mengundang wisatawan
Shirley Megawati;2 tahun lalu;Positif;Bukit Jaddhih;Spot foto keren... Untung pas datang suasana ngk panas... Jd bisa dpt hasil foto yg bagus... Cm akses masuk ke jaddih jalannya ngk rata
ira dewi;setahun lalu;Positif;Bukit Jaddhih;"Alhamdulillaah... sampai juga di Bukit Jaddih (Bangkalan, Pulau Madura).
Tempatnya potensial untuk wisata, namun pengembangan wisatanya perlu ditingkatkan."
Eva Sukma;4 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur dengan bentukan2 yg tertata, ada bentukan kotak yg besar menjulang, ada tangga2 yg bisa dinaiki smp bagian atas ruangan tertentu, ada  galian yg membentuk semacam kubangan besar yg terisi air ...bila tidak hujan airnya menjadi …
Christina Hananto;4 tahun lalu;Positif;Bukit Jaddhih;Berada di daerah bangkalan madura. Akses jalan kesana bisa menggunakan motor maupun mobil. Tempatnya bagus. Tp hrs siap2 bawa payung,atau topi,dan sunblock krn panasnya luar biasa
Margaretta Yulia DR,S. S;4 tahun lalu;Positif;Bukit Jaddhih;Pas pertama ke sini, musim hujan. Air di danau nya bgs. Ke sini lg yg kdua pas musim kering. Tapi ttp bagus. Cuma debu aja. Jd kl pas musim panas ke sana sebaiknya pake masker.
Muin Official;2 tahun lalu;Positif;Bukit Jaddhih;"Alam yang terbentuk dari tetes keringat penduduk. Keindahannya terlihat namun belum nampak kepedulian dari penguasa desa.
Perlu komitmen bersama untuk menjadikan desa wisata yang ramah pada pengunjung.
Jika itu terjadi, insyaaAllah makmur penduduk sekitarnya"
Ilham Romadhona;2 minggu lalu;Negatif;Bukit Jaddhih;Saya kasih bintang 1 dulu. Klo sudah tdk ada banyak pungli baru saya kasih bintang 5?? …
denise elysia;4 tahun lalu;Positif;Bukit Jaddhih;"Tempatnya keren buat berlibur, apalagi jembatan suramadu sudah gratis, kalo kesini harus berhenti yang di ""GOA POTE"" masuknya per orang Rp. 5.000 karena itu bener bener one stop destination gitu ada perahu, ada parkiran, ada toilet, ada …"
teguh surya;3 tahun lalu;Positif;Bukit Jaddhih;"Tempatnya indah, bagus banget view nya utk foto"" ,cuman lebih dikelola lagi aja sama pemerintah sama dikasih bimbingan ke warga sekitar ,  karena disini  banyak pungli ,pertama masuk ke kampungnya kena bayar ,,trus masuk kearea tambangnya …"
???? ??? ????? ????;4 tahun lalu;Negatif;Bukit Jaddhih;Tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu nggak sekali tapi berkali kali seharusnya …
nyoman yasa;4 tahun lalu;Positif;Bukit Jaddhih;Kepengen coba rekreasi di Madura, ternyata tambang batu kapur yang masih aktif, parkir sekali masuk dipatok per orang 5000 rupiah, menurut aku sih lumayan
Lia Kusuma Indhiarti;2 tahun lalu;Positif;Bukit Jaddhih;"?? ??? ????.
Keren banget tempatnya..instagramable..
Tapi ada yg perlu diperbaiki..yaitu akses jalan menuju lokasi (ada bbrp titik …"
Muhammad Iqbal Tri Kurniawan;4 tahun lalu;Positif;Bukit Jaddhih;Sebenarnya areanya bebas untuk dijelajahi, namun bila ada aktivitas penambangan dilarang untuk mendekat, bagi yang ingin mendapat spot terbaik naik keatas bukit yang ada rumputnya, tapi hati² saat naik karena batuan kapur yang bisa longsor sewaktu waktu
nurie ayu;4 tahun lalu;Positif;Bukit Jaddhih;Udara panas....akses jalan menuju lokasi masih sepi...pinter2 cari angel unt dapat foto yg bagus.. spot foto banyak...bawa air putih sendiri, krn tdk ada yg jualan...udara yg panas bikin gampang lelah dan haus
Ersa;8 bulan lalu;Positif;Bukit Jaddhih;Tempatnya panas. Tapi bagus untuk foto²
Sigit Arief Wicaksono;5 tahun lalu;Positif;Bukit Jaddhih;Taman bukit jadih merupakan bukit kapur yang berada dekat di kota bangkalan. Bukit ini masih di proses oleh masyarakat sekitar yang di ambil kapur. Jadi jika datang kembali dalam rentang yang cukup lama maka bentuknya akan berubah karena …
vita triargini;5 tahun lalu;Positif;Bukit Jaddhih;"Tempat wisata yang pas utk dikunjungi di madura.karena ini bukit kapur.jadi bisa disiapkan masker
Sebaiknya kesana sore hari karena panas.banyak spoot utk foto"
Errin S;2 tahun lalu;Positif;Bukit Jaddhih;Jalanan k tempat agak susah. Lagi beruntung karena hari biasa dan siang hari, jadi tidak ada pengunjung lain. Serasa VIP ?? Mas nya baik banget nunjukin tempat2 foto, semi tur guide, sekaligus jd fotografer  ?? …
OKTAFIA NURAZIZAH;2 tahun lalu;Positif;Bukit Jaddhih;Hari ini kesana, tempat sepi ada pengunjung cumak ndak banyak, tempat e bagus, keren, gak terlalu panas sih menurutku, terus soal pungli sih gak terlalu merasakan sih cumak kena 2 aja, terus medan nya lumayan oke lah, ada wahana naik perahu …
YuNi;2 tahun lalu;Positif;Bukit Jaddhih;Kalau masuk kesini bayarnya 3 portal, 1 portal kampung, 2 portal masuk wisata, 3 portal masuk telaga. Utk tempat lumayan instragameble, disana juga ada org juala mknan dan minuman ringan, meskipun gk banyak yg jualan tp ada.
luqman hakim;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya bagus, panas lumayan menyengat. Kebersihan kurang terjaga. Msh ada exploitasi kapur, truck2 msh bersliweran. Mdh2an kedepannya pengelolaan bisa lbh baik lagi spt breksit Jogja
Adestian Prabowo;4 tahun lalu;Positif;Bukit Jaddhih;Kalo untuk tempat sangat bagus dan strategis,tapi sangat di sayangkan untuk menuju ke tempat tersebut kita harus mengocak lumayan uang yg harus di keluarkan,sperti tiket parkir yang begitu mahal,sebelum masuk pasti di berhentikan untuk …
Jalu Prasetya Mulya;5 tahun lalu;Positif;Bukit Jaddhih;Perpaduan warna putih, pantulan sinar matahari yang menyengat, serta warna air kolam yang memberi efek warna yang biru bersih membuat kesan tersendiri di mata, memberi kesan yang cantik di bukit yang aktifitas pertambangan nya masih aktif …
Heru Dwi Hariadi;4 tahun lalu;Positif;Bukit Jaddhih;"Tempatnya bagus dan sangat berpotensi untuk pariwisata.
Bisa di lihat dari foto2 yang yang sy upload.
Pengunjung banyak yang dari Surabaya, Sidoarjo, dan daerah lainnya walopun yang …"
Pradana;3 tahun lalu;Positif;Bukit Jaddhih;"Tempat wisata dengan gua buatan,
Cukup bagus untuk sekedar melepas lelah saat melintasi jembatan suramadu??
Biaya akomodasi dr biaya masuk, parkir kendaraan sampai tiket masuk cukup tinggi …"
Ganong Channel;2 tahun lalu;Positif;Bukit Jaddhih;Jika tidak di kelola dg baik, saya khawatir tempat ini makin lama akan punah. Krn banyaknya penambang batu yg membuat cepat habis bebatuan di tempat wisata ini.
Cupay Christina;4 tahun lalu;Positif;Bukit Jaddhih;tempat yg cantik, namun panas sekali. ada beberapa spot foto yang bagus jika mau eksplor. harus sedia kaca mata hitam, topi/payung, masker/buff untuk menahan debu. jangan lupa pakai baju warna cerah untuk dapat foto bagus.
Alisminia Nia;4 tahun lalu;Negatif;Bukit Jaddhih;For the first time ksana .. kbetulan pakai plat B waktu ksana,ktmu hanya 1 pungli,tp disuruh jln trus,krn blgnya mw ke rmh kluarga d dlm,pdhl sih mw wisata, ksana ngandelin gmaps, masuk mobil 15rb dan per orang dikenakan 5rb rupiah, tempat …
Awang Agus Setiawan;4 tahun lalu;Positif;Bukit Jaddhih;Bukit Kapur ini berada di Bangkalan Madura. Pemandangannya bagus dan jarang ditemui. Siapkan Payung dan topi serta kacamata hitam sebagai penghalau panas. Ada akses jalan masuk melalui jalan utama dan jalan kampung. Jalan kampung secara jarak lebih dekat namun hanya dapat dilalui motor dan mobil kecil saja.
Dewi Apriliani;setahun lalu;Positif;Bukit Jaddhih;Pas Dateng ke sini hari Senin, cuma berdua sama temen. Sampe ke bukit sekitar jam 10 an. Ternyata belum ada temen wisatawan yang lain berkunjung. Berasa wisata horor agak ??... Tapi setelah berkeliling beberapa saat datang rombongan …
AnwarMU 123;5 tahun lalu;Positif;Bukit Jaddhih;"Bukit Jaddih Madura
Terletak di Bangkalan, lebih cepat diakses via kapal feri dr tanjung perak Surabaya. …"
Yohannes Evan;2 tahun lalu;Positif;Bukit Jaddhih;Tempat wisata yg eksotis pemandangan Bagus, cocok buat foto foto. Saran kalo kesini pagi atau agak sore, udaranya seger
Ilham Perkasa;4 tahun lalu;Negatif;Bukit Jaddhih;Bawalah banyak uang karena banyak preman pungli, pun yang mengaku resmi bertiket. Mulai masuk jalan akses sudah ditarik infaq, kemudian maju beberapa ratus meter ada pos tiket lagi, nanti mau masuk & parkir di Goa Pote juga disuruh bayar …
Siswo Prassetiyo;4 tahun lalu;Positif;Bukit Jaddhih;Lokasinya sendiri cukup menarik, meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana. Untuk pesepeda seperti saya gak usah parkir tapi bisa bawa masuk sepeda ke dalam.
athok fadhlin;4 tahun lalu;Positif;Bukit Jaddhih;"Tempatnya bagus buat foto"". Untuk tiket bayar 2x, di area tambang sama di area goa pote. Masing"" Rp.5000/orang. Untuk fasilitas ada toilet sama warung juga, parkir sangat luas. Sayangnya untuk kebersihan kurang diperhatikan"
HENDRA KURNIAWAN;4 bulan lalu;Positif;Bukit Jaddhih;Wisata lokal yg indah, pemanfaatan tambang batu kapur menjadi wisata.. Ada goa buatan.. Bisa lihat sunset di puncak tebing
Himmatul Azizah Almina;5 tahun lalu;Negatif;Bukit Jaddhih;Tidak direkomendasikan kesana dalam minggu minggu ini, karena kolamnya lagi dikuras, sangat mengecewakan pokoknya. Apalagi penjaga tiketnya nggak ngomong pula, udah bayar 5rb per orang tapi kolamnya gaada. Cuma bisa liat bapak bapak lagi …
anti ahsanti;4 tahun lalu;Positif;Bukit Jaddhih;Aslinya ini kan tempat penambangan batu kapur. Tapi jadi tempat wisata karena lokasi bekas hasil penambangan nya jadi epic. Banyak spot foto yang bagus sih disini. Kalau mau eksplore madura coba juga buat wisata kesini.
Vincentia Ayu;5 tahun lalu;Positif;Bukit Jaddhih;Nice view. Kalo dikelola dengan baik pasti keren. Pas kesini kebetulan lewat Burneh (cmiiw), jd lewat jalan yang ga terlalu lebar. Kiri kanan masih sawah2, menyenangkan lihatnya buat orang spt saya yg tiap hari liat layar komputer. Trus mendekati Jadih hill lewat perkampungan gitu, sampe akhirnya sampe ke bukit kapurnya.
slow motion;5 tahun lalu;Positif;Bukit Jaddhih;Cukup exotis...sayang kolam renang ngk ada yg dalam. Maksimal setengah badan orang dewasa...akses jalan tidak terlalu bagus sebaiknya sedan jangan nekat.
Triya Hadi Susanto;5 tahun lalu;Positif;Bukit Jaddhih;Tempat yg keren...dri tambang batu kapur...disulap sedimikan rupa jadi tempat wisata...ada kolam renangnya juga....segeerrrrr....seruuu
Risdiana Dwiwindarti;2 tahun lalu;Positif;Bukit Jaddhih;Dulu ramai,kini sepi krn pendemi,buat pengelola ditambahkan jaring di atas supaya tidak terlalu panas,saya tgl 13 maret 2021,kasihan warung2nya.kurang promosi di medsos pengelolanya
