user;waktu;sentimen;lokasi;ulasan
Abie Ole Olang;5 tahun lalu;Positif;pantai sembilan;Tempat Yang asyik bermain air di Pantai
Rudy Priyo Wicaksono;4 tahun lalu;Positif;pantai sembilan;Senja di ujung pelabuhan
gita oktaviani;5 tahun lalu;Positif;pantai sembilan;Pantainya mungil tapi pesonanya luar biasa ..
Deden Yudi;3 tahun lalu;Positif;pantai sembilan;Pantainya indah dan sangat bersih
Dewi Verawati;5 tahun lalu;Positif;pantai sembilan;Banyak spot untuk foto, dan pantainya bersih
jazid altintov;5 tahun lalu;Positif;pantai sembilan;Pantai yang lumayan Indah bagus untuk refreshing
Rosy Asliandra;3 tahun lalu;Positif;pantai sembilan;Pasirnya putih, airnya bening... Seger pokoknya
Frank Lampard;4 tahun lalu;Positif;pantai sembilan;Seru tapi panas banget
iskandar zulkarnaen;5 tahun lalu;Positif;pantai sembilan;Menyenangkan... Bawa Keluarga ... bermalam disana..
Anderi Mazculin;2 tahun lalu;Positif;pantai sembilan;Panorama alam pantai yg sangat indah
Imey Nasywa;5 tahun lalu;Positif;pantai sembilan;pantai nya indah n bersih
Riss_ cooking and craft;4 tahun lalu;Positif;pantai sembilan;Senang..tempatnya bersih dan masih alami
hanif zaini;5 tahun lalu;Positif;pantai sembilan;"Ternyata Luas juga Pulaunya... .
Mantap"
PROLFEQ Go;5 tahun lalu;Positif;pantai sembilan;Masih kurang memuaskan wisatanya dan kurang lengkap
Cicik Mustofa;4 tahun lalu;Positif;pantai sembilan;Indaaahh baangeettzz.. Air lautnya benniiiinggg
Lathifatul Masturiyah;5 tahun lalu;Positif;pantai sembilan;Pantainya bagus bgt
ZTO Angler;setahun lalu;Positif;pantai sembilan;Kurang rame selain hari libur
Has Ahdie;5 tahun lalu;Positif;pantai sembilan;Gak kapok. Mau diajak ke sini bolak balik. Must be visited! ?????? …
ibno hajar;setahun lalu;Positif;pantai sembilan;Menyenangkan dan Memuaskan..... Mantap
Febri's Salam;3 tahun lalu;Positif;pantai sembilan;Bawa tenda kalo kesini, sama cewek
rosita kristanti;4 tahun lalu;Positif;pantai sembilan;Yg mau prewed, ini bs jd pilihan
Jeffri Lisdianto;5 tahun lalu;Positif;pantai sembilan;Enak yah di pantai sembilan serasa berada di pantai
Ririen Suryaningrum;5 tahun lalu;Positif;pantai sembilan;Pantai nya bersih, keren bgt
maulana surya kusumah;5 tahun lalu;Positif;pantai sembilan;Tempat indah layak sbg destinasi wisata
Siswanto Wanto;setahun lalu;Positif;pantai sembilan;Pantai indah dan masih alami
Abdurrokhman Faqihuddin;5 tahun lalu;Positif;pantai sembilan;Sangat indah dan cocok utk bulan madu
Deni Kurniawan;3 tahun lalu;Positif;pantai sembilan;Pantainya panjang, ada banana boat
Erick Sandy;5 tahun lalu;Positif;pantai sembilan;Sangat bagus
DARKxGREY;4 tahun lalu;Negatif;pantai sembilan;Kurang banyak olahraga air nya
David Firmansyah;2 tahun lalu;Positif;pantai sembilan;Tempatnya bagus dan masih alami
Seputar Media;3 tahun lalu;Positif;pantai sembilan;Indah dan bersih
Pradhika Ardani;4 tahun lalu;Positif;pantai sembilan;Bersih banget, sejuk tapi agak serem nyeberangnya
andi teguhyulianto;5 tahun lalu;Positif;pantai sembilan;Pasir putihnya ???????? …
Ida Sukamdi;4 tahun lalu;Positif;pantai sembilan;Sangat menyenangkan untuk liburan keluarga
Arief Santoso;5 tahun lalu;Positif;pantai sembilan;Mantap....cocok utk liburan
UD AKI STORE KEDIRI Official;2 tahun lalu;Positif;pantai sembilan;Mantap
Medi Na Manda;2 tahun lalu;Positif;pantai sembilan;Indah,,tp ngeri kl ombak jlnx?????? …
dias alfarishi;4 tahun lalu;Positif;pantai sembilan;Bersih harga makanan normal terjangkau
Amsa Dwi;5 tahun lalu;Positif;pantai sembilan;Spesifik, menyenangkan, dan bersahaja
Fariz Jenggot;5 tahun lalu;Positif;pantai sembilan;Bersih dan seru
rosoel.cavallera ins;4 tahun lalu;Positif;pantai sembilan;bersih enjoy
nurul dhilahfadhilah;3 tahun lalu;Positif;pantai sembilan;Liburan anti mainstream
Mohammad Yasa;4 tahun lalu;Positif;pantai sembilan;Pantai yg bersih & tenang..
AKBAR HARI RAMADHAN;4 tahun lalu;Positif;pantai sembilan;Bagus dan bersih....
Hendra Nabil;3 tahun lalu;Positif;pantai sembilan;Pantai yg wajib dikunjungi....
andika crou;5 tahun lalu;Positif;pantai sembilan;Sangat bagus
Abd 595;5 tahun lalu;Positif;pantai sembilan;Pantai nya bersih dan indah..
Ali Ikhlash;6 bulan lalu;Positif;pantai sembilan;Baik
Erwin Rato;5 tahun lalu;Positif;pantai sembilan;Pantainya indah dan bersih poolll
Ahmad rizal Hamza;5 tahun lalu;Positif;pantai sembilan;Asik sekali mantap buat liburan
FIENDO HARTAWAND;4 tahun lalu;Positif;pantai sembilan;Tambahkan dalam bidang edukasi dan konservasi.
Hamdhan Dhans;10 bulan lalu;Positif;pantai sembilan;Masih terjaga kebersihannya
Tamim ian;4 tahun lalu;Positif;pantai sembilan;Wisata gili genting
Sarung Bugis;2 tahun lalu;Positif;pantai sembilan;Sepi klo bukan hari libur
Ningshie Vickha;4 tahun lalu;Positif;pantai sembilan;Keren bngt t4 wisata in
della fitria juwita;4 tahun lalu;Positif;pantai sembilan;Luar biasa
hanis ismawati;4 tahun lalu;Positif;pantai sembilan;Bagus,, tp sayang.. Mabuk laut ?? …
Soniya_ Foni;3 tahun lalu;Positif;pantai sembilan;Karena tempatnya nyaman dan menenangkan
??????? ????????;4 tahun lalu;Positif;pantai sembilan;Fasilitas Memadai,, Tertata Rapi Dan Indah..
Komu nitas;5 tahun lalu;Positif;pantai sembilan;Sangat cocok untuk melihat sunset
Didit prasetyo;3 tahun lalu;Positif;pantai sembilan;Pasir pantainya sangat bagus
Ahmad Hari Awaludin;5 tahun lalu;Positif;pantai sembilan;Susah air tawar buat mandi wudhu
Suci Putri Andrini;5 tahun lalu;Positif;pantai sembilan;?????? …
thaufiq ahmat;2 tahun lalu;Positif;pantai sembilan;Cantikk
sindi aulia pesek;4 tahun lalu;Positif;pantai sembilan;bagus?????? …
Bambang Basuki;4 tahun lalu;Positif;pantai sembilan;Mntap
M Nur Fuad;2 tahun lalu;Positif;pantai sembilan;Pantainya so beautiful
Amriemriel;5 tahun lalu;Positif;pantai sembilan;The best untuk pantai sembilan, keren.
Fujimaro hamamoto;2 tahun lalu;Positif;pantai sembilan;Suasana nyaman
Dieaz Zahier;5 tahun lalu;Positif;pantai sembilan;Pantainya bagus dan bersih
Agos Supriono;4 tahun lalu;Positif;pantai sembilan;Naik prahunya dimana ke pantai sembilan
Fiky Adefa;5 tahun lalu;Positif;pantai sembilan;Pokoknya pantai sembilan muuuuaaaantap
ghamal hamzah;5 tahun lalu;Positif;pantai sembilan;Pantai yang nyaman buat bersantai
Babeh Komar;4 tahun lalu;Positif;pantai sembilan;Pantai pasir putih yg indah..
iwan widiatmoko;4 tahun lalu;Positif;pantai sembilan;Destinasi yg bagus...cocok untuk honimun
Ahmad Sulhan;5 tahun lalu;Positif;pantai sembilan;Lumayan lah buat jalan jalan sore
Imamatul Fariha;4 tahun lalu;Positif;pantai sembilan;Bagus bngt..
Alexander max;4 tahun lalu;Positif;pantai sembilan;Numpang lewat doang gw..jadi 2 bintang
Uddin Heriyanto;5 tahun lalu;Positif;pantai sembilan;Fasilitas memadai ada penginapan juga,
Elly Danadipa;3 tahun lalu;Negatif;pantai sembilan;Bagus. Sayang kurang banyak pepohonan.
M Ismail Dasuki;setahun lalu;Positif;pantai sembilan;Salah satu tempat favorit ???? …
adam rezky;5 tahun lalu;Positif;pantai sembilan;Pantai unik yang ada di sumenep cocokbuat tamasya
RADENS;3 tahun lalu;Positif;pantai sembilan;Mantaaappp banyak spot fotonyaaa
Hamba Illahi;5 tahun lalu;Positif;pantai sembilan;Mantappp
Gamal 212 Uya;4 tahun lalu;Positif;pantai sembilan;pemandangan view yang sangat indah
Iva kaya;4 tahun lalu;Positif;pantai sembilan;Pantai yang sangat indah di ujung sumenep...
Harmaji Ajie;3 tahun lalu;Positif;pantai sembilan;Bersih & indah pantainya..
Emi Supriyanti;5 tahun lalu;Positif;pantai sembilan;Pantai yg indah n jernih
Didik Pictures;5 tahun lalu;Negatif;pantai sembilan;Saat Hari Libur Karcis Naik.
Reni Septiana;4 tahun lalu;Positif;pantai sembilan;Bening luar biasa, sedap dipandang mata
Ronin 10;5 tahun lalu;Positif;pantai sembilan;Bagus
Ali Dhofir;setahun lalu;Positif;pantai sembilan;Bagus sekali?? …
Muhammad Wildan Ashari;5 tahun lalu;Positif;pantai sembilan;Holiday yang tenang...tempat bersahabat
Taufikur Rahman;4 tahun lalu;Positif;pantai sembilan;Wisata pantai 9 pasir putih
Rynita Devi;5 tahun lalu;Positif;pantai sembilan;Tempat nyaman, bersih dan sejuk
Dina Me;4 tahun lalu;Positif;pantai sembilan;Bagus sekali keren
novia noi;5 tahun lalu;Positif;pantai sembilan;Bagus spot fotonya
Yheni Fitriawati;5 tahun lalu;Positif;pantai sembilan;Secuil surga di bumi
estin widayanti;3 tahun lalu;Positif;pantai sembilan;Asik banget pantainya....
ME Prasetyo;3 tahun lalu;Positif;pantai sembilan;Bersih dan nyaman pantainya
Tri Murti miurty;setahun lalu;Positif;pantai sembilan;Pantai bersih dan indah
Ach. Rozaini;4 tahun lalu;Positif;pantai sembilan;Indah banget
Kakang “A'an” Farhan;5 tahun lalu;Positif;pantai sembilan;Liburan yg pas dgn budget yg pas pula
Pikay Yt;5 tahun lalu;Positif;pantai sembilan;Bagus keren bersih
Zhidan;5 tahun lalu;Positif;pantai sembilan;Tempatnya indah
Amilatul Fauziyah;2 tahun lalu;Positif;pantai sembilan;Bagus
Agus Susanto;5 tahun lalu;Positif;pantai sembilan;Pasirnya  putih, pantai juga bersih
badrus sholeh;4 tahun lalu;Positif;pantai sembilan;Bagus
Tommy Alexander;4 tahun lalu;Positif;pantai sembilan;Pantainya bersih
Info Tour;3 tahun lalu;Positif;pantai sembilan;Nyaman untuk lepas suntuk keluarga
ihsan kamil;5 tahun lalu;Positif;pantai sembilan;Bagus banget pantainya
siti salicha;4 tahun lalu;Positif;pantai sembilan;Bagus, mantap, mantul, recomanded
Ezikial Axsel;setahun lalu;Positif;pantai sembilan;Sering berkunjung dan berenang
Oki Wirahadi;3 tahun lalu;Positif;pantai sembilan;Asyik.....
Mochammad Iba Suwasono;4 tahun lalu;Positif;pantai sembilan;Pantainya bagus
purnama yudha;setahun lalu;Positif;pantai sembilan;Kereeeeen abisssss
begundal yusuf (areka);4 tahun lalu;Positif;pantai sembilan;mantap buat wisata
Paulus Pangka;4 tahun lalu;Positif;pantai sembilan;Pemandangannya indah sekali
putri cantik;setahun lalu;Positif;pantai sembilan;Asseek, tenang nyaman
Arifin PMT;5 tahun lalu;Positif;pantai sembilan;Cukup baik untuk berwisata kesana
Ella Murafer;5 tahun lalu;Positif;pantai sembilan;Keren banget pantainya.
Imam Basri;5 tahun lalu;Positif;pantai sembilan;Tempat yg penuh dengan kenangan ?? …
rendy pranaditia;4 tahun lalu;Positif;pantai sembilan;Wisata snorkling plus bungalow
Andrik Aprianto;4 tahun lalu;Positif;pantai sembilan;Bersih, tenang, dan penih kenyamanan?? …
Ramli Roly;setahun lalu;Positif;pantai sembilan;kades ramah pelayanan
Hendra Prayudi;2 tahun lalu;Positif;pantai sembilan;pantainya keren
singgih surya;3 tahun lalu;Positif;pantai sembilan;Bagus sayang saya tidak ada foto di sini
Faizah Aviv Nugrahini;5 tahun lalu;Positif;pantai sembilan;Menakjubkan dan bikin pengen balik lagii
frandik us (prandik);5 tahun lalu;Positif;pantai sembilan;bisa nyantai. indah banget brow
Laily Risky;5 tahun lalu;Positif;pantai sembilan;Seru bngat psirnya indh dan bersih
Johan Prakoso;5 tahun lalu;Positif;pantai sembilan;Tempatnya bersih dan menakjubkan
Ramadan Abdullah;4 tahun lalu;Positif;pantai sembilan;Alhamdulillah sejenak bersantai ria
Dicky Rengga Aldi Maulun;4 tahun lalu;Positif;pantai sembilan;Tempat edukasi dan wisata yang pas,
bang tito;setahun lalu;Positif;pantai sembilan;?? …
Askar Nikmat Tadi;2 tahun lalu;Positif;pantai sembilan;Bagus untuk wisata keluarga
Hery Putranto;2 tahun lalu;Positif;pantai sembilan;Mantapp
yahya wahyudi;2 tahun lalu;Positif;pantai sembilan;Berlibur di pantai sembilan sumenep madura
Riski Ramadhani;8 bulan lalu;Positif;pantai sembilan;Keren
Rehan Moeslem;8 bulan lalu;Positif;pantai sembilan;Mantap
Permata Reload;4 tahun lalu;Positif;pantai sembilan;Buat santai sih Ok
Opik Rujak;setahun lalu;Positif;pantai sembilan;Sangat tertarik
Agus Maryono;4 tahun lalu;Positif;pantai sembilan;Sangat bagus, masih sepi
Husein;5 tahun lalu;Positif;pantai sembilan;Pantai yang indah nan nyaman
Ijal SlowMo??;4 tahun lalu;Positif;pantai sembilan;Cukup menyenangkan untuk istirahat
rinto rinaldi;5 tahun lalu;Positif;pantai sembilan;Pantai yg bagus
Caution Imel;4 tahun lalu;Positif;pantai sembilan;Keren abis
didot abdullah;3 tahun lalu;Positif;pantai sembilan;Sudah mulai kena dampak abrasi
Koko Murdianto;5 tahun lalu;Positif;pantai sembilan;Pantai bersih
066_Mohammad Kafin Nafik;4 tahun lalu;Positif;pantai sembilan;Bersihh
Ryan Al Faidzin;setahun lalu;Positif;pantai sembilan;Lumayan bagus
Reng Paseser;5 tahun lalu;Positif;pantai sembilan;Pantai Sembilan semakin hits aja
Ku Ma;5 tahun lalu;Positif;pantai sembilan;Ramai dengan pengunjung
fauroo sablenk;9 bulan lalu;Positif;pantai sembilan;tetap semangat
Anies Ermawati;5 tahun lalu;Positif;pantai sembilan;Banana boat nya seru....
Cink 20;setahun lalu;Positif;pantai sembilan;Bagus nyaman
Eko Budi Priambodo;4 tahun lalu;Positif;pantai sembilan;Bagus
febriansyah wahyu iromi;5 tahun lalu;Positif;pantai sembilan;Tempatnya asik, adem
fan tae;5 tahun lalu;Positif;pantai sembilan;Tempat nya bagus banget
Mery Biansari;3 tahun lalu;Positif;pantai sembilan;Jauh jauh kesini gak nyesel deh
Nurul Kholifah;4 tahun lalu;Positif;pantai sembilan;Surganya Sumenep
Umar Syahidin;4 tahun lalu;Positif;pantai sembilan;Mantabbbb cuy panorama alamnya
Djoko Wahjuwijono;4 tahun lalu;Positif;pantai sembilan;Tempatnya bagus lho.
Truck Musik;5 tahun lalu;Positif;pantai sembilan;Mantap
Fathan Fathi;4 tahun lalu;Positif;pantai sembilan;Indah
Rachmat Yani;5 tahun lalu;Positif;pantai sembilan;Sangat bersih dan nyaman...
Ogan Sukmawan;5 tahun lalu;Positif;pantai sembilan;Keren abis, top markotop...
Yessie Sandal;setahun lalu;Positif;pantai sembilan;Surga tersebunyi
vijay sing;2 tahun lalu;Positif;pantai sembilan;Lumayan indah dan bersih
yowin efani;11 bulan lalu;Positif;pantai sembilan;mantap
hanik afifah;4 tahun lalu;Positif;pantai sembilan;Relatif dekat menyebrang ?? …
Arjuna Gaming;5 tahun lalu;Positif;pantai sembilan;Cocok liat sunset
Ahlan Wasahlan;4 tahun lalu;Positif;pantai sembilan;Bagus tempatnya
Baihaqi Hakim;4 tahun lalu;Positif;pantai sembilan;Bagus semakin bersih ?? …
Puspita Sari;3 tahun lalu;Positif;pantai sembilan;Fasilitas kurang lengkap..
Inayatul Maghfirah Agustania;4 tahun lalu;Positif;pantai sembilan;Bagus tempatnya
Regina Bacot;setahun lalu;Positif;pantai sembilan;bagus banget
Nur Kholis;2 tahun lalu;Positif;pantai sembilan;indah bangett kereenn tempat ini
Sofia Sasmita;2 tahun lalu;Positif;pantai sembilan;Sangat menyenangkan
Wahyudi Marsheila;4 tahun lalu;Negatif;pantai sembilan;Toiletnya mahal 3000
Setiyadi Yadi;setahun lalu;Positif;pantai sembilan;Bagus
Habibi Moza;2 tahun lalu;Positif;pantai sembilan;Pantai SEMBILAN Balinya MADURA
Aab Lavendoez;setahun lalu;Positif;pantai sembilan;Kurang tempat yang adik
Afwan Maulana;5 tahun lalu;Positif;pantai sembilan;Kampung Halaman Saya yang sangat indah
Us Man;5 tahun lalu;Negatif;pantai sembilan;Indah tapi kurang asri dan sejuk
Iyek Ardy;2 tahun lalu;Positif;pantai sembilan;Air Laut bersih bening
Mulyo Manggih Widodo;5 tahun lalu;Positif;pantai sembilan;Istimewa....
Afri sartika;5 tahun lalu;Positif;pantai sembilan;Pantai yang indah di Gili Genting...
muhammad mundzir;4 tahun lalu;Positif;pantai sembilan;Serasa pantai sendiri
Vita Marwati;4 tahun lalu;Positif;pantai sembilan;Menakjubkan?????? …
Putra Maskun;4 tahun lalu;Positif;pantai sembilan;Tempat penjual pentol
Mono Satrya;3 tahun lalu;Positif;pantai sembilan;Mau nginep juga ok, ???????? …
Miss Nawi;setahun lalu;Positif;pantai sembilan;Begitu indah dalam persaudaraan
sugianto satumin;setahun lalu;Positif;pantai sembilan;"Untuk daerah sumenep
Ok juga"
nusa indah;5 tahun lalu;Positif;pantai sembilan;Rapi,indah,bersih,nyaman dan aman
Tanzali Indah;setahun lalu;Positif;pantai sembilan;Bagus
Ismail Marzuki;5 tahun lalu;Positif;pantai sembilan;Mantap fasilitasnya
Iqbal Hilman;4 tahun lalu;Positif;pantai sembilan;Pantai bersih dan putih
Laili Ramadan;setahun lalu;Positif;pantai sembilan;Mantap
prince tiwari;8 bulan lalu;Positif;pantai sembilan;Jozzzzz sekali
ihsan haqq;5 tahun lalu;Positif;pantai sembilan;Buat anak muda, ini keren
Lailatul Mukaromah;3 tahun lalu;Positif;pantai sembilan;Bagusss sekalii
ilfia kurniasari;3 tahun lalu;Positif;pantai sembilan;??
Wahyu romadhan;4 tahun lalu;Positif;pantai sembilan;pelayanannya ramah
Fathor Rosi;5 tahun lalu;Positif;pantai sembilan;Hidangan manis di pagi hari...
Rifand NL;2 tahun lalu;Positif;pantai sembilan;Terbaik
Kang Suradi;5 tahun lalu;Positif;pantai sembilan;Indah dan sangat menarik
yazirwan latif;5 tahun lalu;Positif;pantai sembilan;Tempatnya bagus.
Safir Niand;5 tahun lalu;Positif;pantai sembilan;Sangat bagus dan indah
Doctor Cell2;5 tahun lalu;Negatif;pantai sembilan;AC kurang Dingin
Cong ALam;4 tahun lalu;Positif;pantai sembilan;keren tempatnya
Andri safari Sobari;setahun lalu;Positif;pantai sembilan;Luar biasa
ArieyAmsyxng;2 tahun lalu;Positif;pantai sembilan;Belum menemukan jodoh
upank_ art19;4 tahun lalu;Positif;pantai sembilan;Ok banget dah....
Sagoro Wedy;5 tahun lalu;Positif;pantai sembilan;Baik, bersih dan menarik
Ilyas 02;3 tahun lalu;Positif;pantai sembilan;D sini tempat grup tak parlo
Fasta Awdesy;5 tahun lalu;Positif;pantai sembilan;Keren banget tempatnya
Hasit mawardi Al Hamsun;4 tahun lalu;Positif;pantai sembilan;Sip
Habibur Rahman;4 tahun lalu;Positif;pantai sembilan;Tempat ini indah
doowee arista;2 tahun lalu;Positif;pantai sembilan;???? …
Ilham Romadhan;3 tahun lalu;Positif;pantai sembilan;Tempatnya bagus
Nisa Rahmania;4 tahun lalu;Positif;pantai sembilan;Bagus sekali
MaiL Cikluk;3 tahun lalu;Positif;pantai sembilan;Jadi kangen kampung halaman
Sa'edi Sa'edi;setahun lalu;Positif;pantai sembilan;Bagus
Moh. Sholeh;3 tahun lalu;Positif;pantai sembilan;Pantainya indah
Joni Suharto;5 tahun lalu;Positif;pantai sembilan;Bagus dan nyaman
Vicar Capirossi;3 tahun lalu;Positif;pantai sembilan;Excited banget
Ronny Firmansyah (ochi);5 tahun lalu;Positif;pantai sembilan;Bagus n indah
Muaz M S;5 tahun lalu;Positif;pantai sembilan;Pantai yang masih perawan
Rahmat Dandi;5 tahun lalu;Positif;pantai sembilan;Bagus sekali
Faris Basharahil;5 tahun lalu;Positif;pantai sembilan;Indah luar biasa ..
ahmad masduki;5 tahun lalu;Positif;pantai sembilan;Menyenangkan.  ?? …
Holynisme;setahun lalu;Positif;pantai sembilan;Indah lan Semesta
Komang T!rta;4 tahun lalu;Positif;pantai sembilan;Mantapsss
Dhydiet F;5 tahun lalu;Positif;pantai sembilan;Tempatnya bagus
Siddik Mohammad;5 tahun lalu;Positif;pantai sembilan;Tidak ada
Ahmad Rifai;3 tahun lalu;Positif;pantai sembilan;Pasti ada perpisahan
Roby Guard;4 tahun lalu;Positif;pantai sembilan;Menarik
