lokasi;ulasan;sentimen
Bukit Jaddhih;Tempatnya bagus buat foto tapi saran aja klo mau kesana jangan siang² panas bgt soalnya, trus untuk karcis kalo bisa dijadikan satu aja di awal biar gak bolak balik bayar,;Positif
Bukit Jaddhih;Hhhhmmmm... Banyak pungli, kurang nyaman karena banyak pungli. Panas dan berdebu ternyata, saya sarankan membawa kacamata biar gak kelilipan Dan sunblock biar kulit gak gosong. sepertinya cukup sekali saja berkunjung bukit Jadih, semoga kedepannya dikelola menjadi lebih baik untuk destinasi wisata yang nyaman;Negatif
Bukit Jaddhih;"Tempatnya di Bangkalan
Tempat indah walau hanya bekas galian batu bata, enak buat rekreasi berdua atau rombongan. Ada kolam renang dan Tiket Masuk murah. Kalo cuaca panas enak pake kacamata dan penutup hidung.";Positif
Bukit Jaddhih;Tempat rekreasi ya lumayan murah meriah.akses jalan tergolong sedang sebab masih ada yg belum aspal.kalau tempat rekreasi ya tergantung penikmat nya kalau suka alam ya pasti klik ni tempat nya.tiket masuk tempat rekreasi 15 ribu.tiket masuk …;Positif
Bukit Jaddhih;Pastinya panas banget, tapi kalo udah masuk banyak spot foto bagus. Entah kenapa, waktu ke situ tidak ada pengunjung dan seperti sudah lama tidak dikelola lagi. Banyak fasilitas dan warung-warung terbengkalai.;Positif
Bukit Jaddhih;Bukit Jeddih Indah dan menawan di waktu musim penghujan..., Telaga Goa Pote bisa   dipakai untuk berakit-rakit berfoto ria bersama klg . Kolam renangnya  segar dan sejuk... dengan berbagai hidangan di tepian kolamnya . Tempat parkir, toilet …;Positif
Bukit Jaddhih;1. Make sure you bring sunglasses, wear a wide hat, wear proper shoes to avoid sliped and bring umbrella! …;Positif
Bukit Jaddhih;Bagus banget pas kesana,  yg penting pinter ambil angel fotonya.... Tp banyak bandit di gerbang masuk sana, itu kalau masuknya lewat jalan sepi. Ga tau nama jalannya, asal nemu dr google maps  ditunjukin jalan itu. …;Positif
Bukit Jaddhih;Sangattttt.... indahhhhh.... lukisan alam yang luar biasa. Waktu yang tepat untuk menikmati Bukit Jaddhih adalah pagi hari, karena jika siang hari sangat panas ( persiapan sunblock, topi, payung ). Selamat menikmati salah satu keindahan alam negeri ini...;Positif
Bukit Jaddhih;Momen paling bagus saat musim hujan akan berakhir. Rumput menghijau, cuaca tidak terlalu panas.;Positif
Bukit Jaddhih;Awal masuk biaya persebeda motor 10.000, biaya parkir 10.000. Kalau saat ini bangunan nya warna nya lebih ke menghitam,  area kurang di perhatikan untuk perbaikan tempat wisatanya.;Negatif
Bukit Jaddhih;Suka sama pemandangannya, warna airnya bagus (kalau pas musim panas), banyak spot untuk foto. Jalanan menuju kesana gampang n g parah2 banget.. …;Positif
Bukit Jaddhih;Tempatnya keren. Cuma mungkin akses jalannya perlu diperbaiki ya. Pengelolaannya juga kalau lebih bagus lagi tempat ini akan jadi lebih baik dan tentunya akan banyak mengundang wisatawan;Positif
Bukit Jaddhih;Spot foto keren... Untung pas datang suasana ngk panas... Jd bisa dpt hasil foto yg bagus... Cm akses masuk ke jaddih jalannya ngk rata;Positif
Bukit Jaddhih;"Alhamdulillaah... sampai juga di Bukit Jaddih (Bangkalan, Pulau Madura).
Tempatnya potensial untuk wisata, namun pengembangan wisatanya perlu ditingkatkan.";Positif
Bukit Jaddhih;Bukit kapur dengan bentukan2 yg tertata, ada bentukan kotak yg besar menjulang, ada tangga2 yg bisa dinaiki smp bagian atas ruangan tertentu, ada  galian yg membentuk semacam kubangan besar yg terisi air ...bila tidak hujan airnya menjadi …;Positif
Bukit Jaddhih;Berada di daerah bangkalan madura. Akses jalan kesana bisa menggunakan motor maupun mobil. Tempatnya bagus. Tp hrs siap2 bawa payung,atau topi,dan sunblock krn panasnya luar biasa;Positif
Bukit Jaddhih;Pas pertama ke sini, musim hujan. Air di danau nya bgs. Ke sini lg yg kdua pas musim kering. Tapi ttp bagus. Cuma debu aja. Jd kl pas musim panas ke sana sebaiknya pake masker.;Positif
Bukit Jaddhih;"Alam yang terbentuk dari tetes keringat penduduk. Keindahannya terlihat namun belum nampak kepedulian dari penguasa desa.
Perlu komitmen bersama untuk menjadikan desa wisata yang ramah pada pengunjung.
Jika itu terjadi, insyaaAllah makmur penduduk sekitarnya";Positif
Bukit Jaddhih;Saya kasih bintang 1 dulu. Klo sudah tdk ada banyak pungli baru saya kasih bintang 5🤣 …;Negatif
Bukit Jaddhih;"Tempatnya keren buat berlibur, apalagi jembatan suramadu sudah gratis, kalo kesini harus berhenti yang di ""GOA POTE"" masuknya per orang Rp. 5.000 karena itu bener bener one stop destination gitu ada perahu, ada parkiran, ada toilet, ada …";Positif
Bukit Jaddhih;"Tempatnya indah, bagus banget view nya utk foto"" ,cuman lebih dikelola lagi aja sama pemerintah sama dikasih bimbingan ke warga sekitar ,  karena disini  banyak pungli ,pertama masuk ke kampungnya kena bayar ,,trus masuk kearea tambangnya …";Positif
Bukit Jaddhih;Tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu nggak sekali tapi berkali kali seharusnya …;Negatif
Bukit Jaddhih;Kepengen coba rekreasi di Madura, ternyata tambang batu kapur yang masih aktif, parkir sekali masuk dipatok per orang 5000 rupiah, menurut aku sih lumayan;Positif
Bukit Jaddhih;"ما شاء الله.
Keren banget tempatnya..instagramable..
Tapi ada yg perlu diperbaiki..yaitu akses jalan menuju lokasi (ada bbrp titik …";Positif
Bukit Jaddhih;Sebenarnya areanya bebas untuk dijelajahi, namun bila ada aktivitas penambangan dilarang untuk mendekat, bagi yang ingin mendapat spot terbaik naik keatas bukit yang ada rumputnya, tapi hati² saat naik karena batuan kapur yang bisa longsor sewaktu waktu;Positif
Bukit Jaddhih;Udara panas....akses jalan menuju lokasi masih sepi...pinter2 cari angel unt dapat foto yg bagus.. spot foto banyak...bawa air putih sendiri, krn tdk ada yg jualan...udara yg panas bikin gampang lelah dan haus;Positif
Bukit Jaddhih;Tempatnya panas. Tapi bagus untuk foto²;Positif
Bukit Jaddhih;Taman bukit jadih merupakan bukit kapur yang berada dekat di kota bangkalan. Bukit ini masih di proses oleh masyarakat sekitar yang di ambil kapur. Jadi jika datang kembali dalam rentang yang cukup lama maka bentuknya akan berubah karena …;Positif
Bukit Jaddhih;"Tempat wisata yang pas utk dikunjungi di madura.karena ini bukit kapur.jadi bisa disiapkan masker
Sebaiknya kesana sore hari karena panas.banyak spoot utk foto";Positif
Bukit Jaddhih;Jalanan k tempat agak susah. Lagi beruntung karena hari biasa dan siang hari, jadi tidak ada pengunjung lain. Serasa VIP 😎 Mas nya baik banget nunjukin tempat2 foto, semi tur guide, sekaligus jd fotografer  🤭 …;Positif
Bukit Jaddhih;Hari ini kesana, tempat sepi ada pengunjung cumak ndak banyak, tempat e bagus, keren, gak terlalu panas sih menurutku, terus soal pungli sih gak terlalu merasakan sih cumak kena 2 aja, terus medan nya lumayan oke lah, ada wahana naik perahu …;Positif
Bukit Jaddhih;Kalau masuk kesini bayarnya 3 portal, 1 portal kampung, 2 portal masuk wisata, 3 portal masuk telaga. Utk tempat lumayan instragameble, disana juga ada org juala mknan dan minuman ringan, meskipun gk banyak yg jualan tp ada.;Positif
Bukit Jaddhih;Tempat nya bagus, panas lumayan menyengat. Kebersihan kurang terjaga. Msh ada exploitasi kapur, truck2 msh bersliweran. Mdh2an kedepannya pengelolaan bisa lbh baik lagi spt breksit Jogja;Positif
Bukit Jaddhih;Kalo untuk tempat sangat bagus dan strategis,tapi sangat di sayangkan untuk menuju ke tempat tersebut kita harus mengocak lumayan uang yg harus di keluarkan,sperti tiket parkir yang begitu mahal,sebelum masuk pasti di berhentikan untuk …;Positif
Bukit Jaddhih;Perpaduan warna putih, pantulan sinar matahari yang menyengat, serta warna air kolam yang memberi efek warna yang biru bersih membuat kesan tersendiri di mata, memberi kesan yang cantik di bukit yang aktifitas pertambangan nya masih aktif …;Positif
Bukit Jaddhih;"Tempatnya bagus dan sangat berpotensi untuk pariwisata.
Bisa di lihat dari foto2 yang yang sy upload.
Pengunjung banyak yang dari Surabaya, Sidoarjo, dan daerah lainnya walopun yang …";Positif
Bukit Jaddhih;"Tempat wisata dengan gua buatan,
Cukup bagus untuk sekedar melepas lelah saat melintasi jembatan suramadu😁
Biaya akomodasi dr biaya masuk, parkir kendaraan sampai tiket masuk cukup tinggi …";Positif
Bukit Jaddhih;Jika tidak di kelola dg baik, saya khawatir tempat ini makin lama akan punah. Krn banyaknya penambang batu yg membuat cepat habis bebatuan di tempat wisata ini.;Positif
Bukit Jaddhih;tempat yg cantik, namun panas sekali. ada beberapa spot foto yang bagus jika mau eksplor. harus sedia kaca mata hitam, topi/payung, masker/buff untuk menahan debu. jangan lupa pakai baju warna cerah untuk dapat foto bagus.;Positif
Bukit Jaddhih;For the first time ksana .. kbetulan pakai plat B waktu ksana,ktmu hanya 1 pungli,tp disuruh jln trus,krn blgnya mw ke rmh kluarga d dlm,pdhl sih mw wisata, ksana ngandelin gmaps, masuk mobil 15rb dan per orang dikenakan 5rb rupiah, tempat …;Negatif
Bukit Jaddhih;Bukit Kapur ini berada di Bangkalan Madura. Pemandangannya bagus dan jarang ditemui. Siapkan Payung dan topi serta kacamata hitam sebagai penghalau panas. Ada akses jalan masuk melalui jalan utama dan jalan kampung. Jalan kampung secara jarak lebih dekat namun hanya dapat dilalui motor dan mobil kecil saja.;Positif
Bukit Jaddhih;Pas Dateng ke sini hari Senin, cuma berdua sama temen. Sampe ke bukit sekitar jam 10 an. Ternyata belum ada temen wisatawan yang lain berkunjung. Berasa wisata horor agak 😳... Tapi setelah berkeliling beberapa saat datang rombongan …;Positif
Bukit Jaddhih;"Bukit Jaddih Madura
Terletak di Bangkalan, lebih cepat diakses via kapal feri dr tanjung perak Surabaya. …";Positif
Bukit Jaddhih;Tempat wisata yg eksotis pemandangan Bagus, cocok buat foto foto. Saran kalo kesini pagi atau agak sore, udaranya seger;Positif
Bukit Jaddhih;Bawalah banyak uang karena banyak preman pungli, pun yang mengaku resmi bertiket. Mulai masuk jalan akses sudah ditarik infaq, kemudian maju beberapa ratus meter ada pos tiket lagi, nanti mau masuk & parkir di Goa Pote juga disuruh bayar …;Negatif
Bukit Jaddhih;Lokasinya sendiri cukup menarik, meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana. Untuk pesepeda seperti saya gak usah parkir tapi bisa bawa masuk sepeda ke dalam.;Positif
Bukit Jaddhih;"Tempatnya bagus buat foto"". Untuk tiket bayar 2x, di area tambang sama di area goa pote. Masing"" Rp.5000/orang. Untuk fasilitas ada toilet sama warung juga, parkir sangat luas. Sayangnya untuk kebersihan kurang diperhatikan";Positif
Bukit Jaddhih;Wisata lokal yg indah, pemanfaatan tambang batu kapur menjadi wisata.. Ada goa buatan.. Bisa lihat sunset di puncak tebing;Positif
Bukit Jaddhih;Tidak direkomendasikan kesana dalam minggu minggu ini, karena kolamnya lagi dikuras, sangat mengecewakan pokoknya. Apalagi penjaga tiketnya nggak ngomong pula, udah bayar 5rb per orang tapi kolamnya gaada. Cuma bisa liat bapak bapak lagi …;Negatif
Bukit Jaddhih;Aslinya ini kan tempat penambangan batu kapur. Tapi jadi tempat wisata karena lokasi bekas hasil penambangan nya jadi epic. Banyak spot foto yang bagus sih disini. Kalau mau eksplore madura coba juga buat wisata kesini.;Positif
Bukit Jaddhih;Nice view. Kalo dikelola dengan baik pasti keren. Pas kesini kebetulan lewat Burneh (cmiiw), jd lewat jalan yang ga terlalu lebar. Kiri kanan masih sawah2, menyenangkan lihatnya buat orang spt saya yg tiap hari liat layar komputer. Trus mendekati Jadih hill lewat perkampungan gitu, sampe akhirnya sampe ke bukit kapurnya.;Positif
Bukit Jaddhih;Cukup exotis...sayang kolam renang ngk ada yg dalam. Maksimal setengah badan orang dewasa...akses jalan tidak terlalu bagus sebaiknya sedan jangan nekat.;Positif
Bukit Jaddhih;Tempat yg keren...dri tambang batu kapur...disulap sedimikan rupa jadi tempat wisata...ada kolam renangnya juga....segeerrrrr....seruuu;Positif
Bukit Jaddhih;Dulu ramai,kini sepi krn pendemi,buat pengelola ditambahkan jaring di atas supaya tidak terlalu panas,saya tgl 13 maret 2021,kasihan warung2nya.kurang promosi di medsos pengelolanya;Positif
Bukit Jaddhih;Kurang rekomended. Karna pertama aksesibilitas nya kurang. Jalannya sempit dan agak sepi sehingga tidak meyakinkan dan berbahaya menurut saya kalo tidak rame2. Kurang worth it. Tidak jelas informasinya pintu masuknya dan tiba2 ada yang …;Negatif
Bukit Jaddhih;Sangat bagus bukit kapur dan telaga, sayang jalan menuju. Lokasi untuk bus kurang lebar belum didukung fasilitas yg baik;Positif
Bukit Jaddhih;"Spot foto instgramable banget. Semua tempat bisa dijadiin spot foto.
Ada 2x bayar. Yg pertama waktu masuk awal kawasan perkendaraan beda2.
Yg kedua mau masuk danau(yg cuma ada pas hujan) bayarnya diitung perorangan.
Kesana sore jadi gk panas.";Positif
Bukit Jaddhih;Jalan menuru lokasi tdk terlalu luas, masuk desa2. Saat kesana cuaca mendung jadi tdk panas.;Positif
Bukit Jaddhih;"Bukit kapur biasa, tak ada yang spesial. Objek yg ""dijual"" hanya bekas gua2 dan lubang penambangan. Selebihnya tak ada yg bisa dinikmati. lokasi lumayan jauh dan jalan kurang begitu baik. Retribusi masyarakat dimana-mana, menambah …";Negatif
Bukit Jaddhih;Tidak termanage dengan baik , tiket masuk bayar 2x ... fasilitas minim, bagi penghobi Selfi sangat bagus ,banyak sport foto;Positif
Bukit Jaddhih;Uhuy mantapp;Positif
Bukit Jaddhih;Tempatnya cocok bagi para penggemar fotografi dan berselfie. Yang kurang yaitu, tempatnya panas, dan jalan menuju tempat ini terbilang agak sulit untuk kendaraan mobil atau bis.;Positif
Bukit Jaddhih;Tempat ini khusus bagi mereka penikmat alam dan hunting foto dg view yg bagus. Karena disini sebenarnya bukit kapur dan tempat dimana orang-orang menambang kapur. Jangan lupa bawa kacamata hitam atau payung agar tidak terlalu kepanasan dan silau;Positif
Bukit Jaddhih;Bukit kapur yang indah dan masih diusahakan untuk dikelola oleh masyarakat. Beberapa waktu mendatang pasti lebih baik lagi karena tempat ini akan dilengkapi jg dengan fasilitas penunjang standar standart supaya wisatawan lebih enjoy dan menikmati keindahan alam jeddih.;Positif
Bukit Jaddhih;"Sempat ke goa pote aja
Bukit jaddihnya jarang yang kesana sekarang. Padahal dulu bagus";Positif
Bukit Jaddhih;"Ga dikelola secara khusus. Mungkin karna emang area pertambangan aktiv ya.. masih ada aktivitas.
Bagus buat spot foto, tapi air kolamnya ga selalu ada. Musim hujan aja ga tentu …";Positif
Bukit Jaddhih;Ada 2 pos pembayaran yg paling depan pak Ogah, yg dekat warung itu yg resmi, setelah itu parkir harus bayar per orang 5000 bukan per mobil 😓. Semoga bukit jaddih bisa dikelola dengan baik agar lebih bagus, terawat, dan terbebas dari pungli pak Ogah dan mak Ogah …;Positif
Bukit Jaddhih;"Berlokasi di Pulau Madura.
akses jalan terjal dan berdebu.
namun sebelum memasuki daerah objek wisata jalan sudah beraspal yang beberapa …";Positif
Bukit Jaddhih;Salah satu Wisata Bukit Kapur terbaik di Jawa Timur, sangat cocok untuk berfoto selfie bersama keluarga dan teman. Mantapp...👍🙏🤩 …;Positif
Bukit Jaddhih;Pemandangan indah sekali. Tapi jalanan menuju lokasi masih kurang memadai. Tiket masuk mobil 10rb, tiket per orang 5rb.;Positif
Bukit Jaddhih;Tambang Kapur di daerah bangkalan, Suramadu yang masih aktif dan digunakan juga sebagai tempat wisata Goa dikarenakan penambang membentuk Pola Jalur Goa di dalam tambang. Cocok untuk Offroad juga lokasinya.;Positif
Bukit Jaddhih;Tempatnya sangat amazing...disarankan untuk datang pagi hari...di semua sudut adalah spot foto...akses jalan masuk offroad...banyak gua;Positif
Bukit Jaddhih;Cocok buat yang suka selfie. Sebenarnya tempat ini merupakan tambang kapur, yang sampai dengan saat ini masih beroperasi. Kalau mau kesini, pastikan membawa kacamata, payung/topi, dan bila perlu menggunakan masker karena lokasinya panas dan …;Positif
Bukit Jaddhih;"Bukan tempat wisata ideal. Hanya sisa foto aja yg cakep. Ga ada pengelolaan yg baik.
Hanya tukang karcis kl dilewatin pasti ngejar. …";Positif
Bukit Jaddhih;Pemandangan bukit kapur yang bagus spot foto nya yang banyak di goa poteh, rekomendasi kesini waktu pagi hari atau sore, klo siang panas banget;Positif
Bukit Jaddhih;Bagus. Termasuk wisata khusus bukit kapur. Sangat disarankan kesana saat setelah musim hujan, karena danaunya akan ada airnya. Kalau musim kemarau danau akan kering. Ada goa goa kapur yang dibuat ornamen. Bagus untuk berfoto  ria. Kalau …;Positif
Bukit Jaddhih;Masih alam banget. Banyak truk ambil batu kapur. Tempat nya luas.;Positif
Bukit Jaddhih;Tempat nya keren untuk foto tp panas banget. Jd usahakan bawa kaca mata. Oiya kalau kesana jngan pulang malam soalnya kabar dari orang sana itu rawan arah ke bukit jaddih nya.;Positif
Bukit Jaddhih;Lokasi bagus, tempat berteduhnya minim cuma di warung-warung. Masuk gaada karcisnya;Positif
Bukit Jaddhih;Tempat penghilang penat dari kesibukan dikantor yg bersahabat dgn dompet, hanya akses dr jalan raya yg perkampungan msh sempit. All around very nice.;Positif
Bukit Jaddhih;Perbukitan kapur yg gersang dg petunjuk arah dan fasilitas sangat minim. Sejumlah warung tenda dg menu seadanya, sekedar kopi & mie instan, mungkin sedang dlm pengembangan. Masih banyak alat2 berat hilirmudik, juga perlu berhati2. Tiket …;Positif
Bukit Jaddhih;Ini salah satu tempat penambangan batu kapur namun cukup instagramable di Madura. Hanya amat disayangkan krn tempat ini belum dikelola dengan baik sehingga benar2 dari jalan masuk, pengelolaan, parkir hingga tiket masuk masih berantakan. …;Negatif
